date,close,high,low,open,volume,symbol
2021-06-28,14.96,15.21,14.83,15.2,79477432,F
2021-06-29,15.01,15.2,14.875,15.05,68208165,F
2021-06-30,14.86,15.11,14.81,14.95,72213527,F
2021-07-01,14.91,14.97,14.84,14.91,51112228,F
2021-07-02,14.93,15.04,14.83,14.96,43824909,F
2021-07-06,14.5,14.88,14.39,14.87,73990625,F
2021-07-07,14.23,14.46,14.02,14.41,72992469,F
2021-07-08,14.06,14.23,13.735,13.9597,62706837,F
2021-07-09,14.48,14.575,14.27,14.445,65981221,F
2021-07-12,14.61,14.74,14.24,14.36,49205150,F
2021-07-13,14.42,14.625,14.295,14.5,45360600,F
2021-07-14,14.25,14.63,14.2,14.43,39056159,F
2021-07-15,14.01,14.3,13.94,14.15,44952312,F
2021-07-16,13.61,14.14,13.58,14.12,48065197,F
2021-07-19,13.28,13.32,12.7901,13.25,99949231,F
2021-07-20,13.91,13.96,13.28,13.37,70731783,F
2021-07-21,14.19,14.34,14.03,14.05,53817490,F
2021-07-22,13.91,14.14,13.78,14.08,40440124,F
2021-07-23,13.82,14.04,13.73,13.97,37927867,F
2021-07-26,14.03,14.0815,13.87,13.9,43838035,F
2021-07-27,13.79,13.955,13.65,13.93,41963237,F
2021-07-28,13.86,13.99,13.565,13.86,70653462,F
2021-07-29,14.39,14.79,14.3,14.51,111154778,F
2021-07-30,13.95,14.3,13.87,14.23,74955713,F
2021-08-02,13.91,14.33,13.88,14.02,64673717,F
2021-08-03,14.02,14.08,13.64,13.9699,53257695,F
2021-08-04,13.32,13.93,13.3,13.85,81502700,F
2021-08-05,13.71,13.82,13.45,13.54,60524396,F
2021-08-06,13.8,13.91,13.73,13.82,44450636,F
2021-08-09,13.75,13.82,13.55,13.72,38760378,F
2021-08-10,13.82,13.91,13.66,13.77,32120825,F
2021-08-11,13.93,13.95,13.67,13.86,42795585,F
2021-08-12,13.9,14.05,13.79,13.92,38608652,F
2021-08-13,13.59,13.95,13.54,13.88,45118472,F
2021-08-16,13.46,13.56,13.32,13.5,38757778,F
2021-08-17,12.99,13.33,12.81,13.32,74625322,F
2021-08-18,13,13.21,12.9,12.95,50966744,F
2021-08-19,12.67,12.92,12.57,12.8,69038770,F
2021-08-20,12.57,12.67,12.38,12.61,53615575,F
2021-08-23,12.73,12.85,12.47,12.71,64573553,F
2021-08-24,13.08,13.14,12.76,12.81,53672503,F
2021-08-25,13.17,13.28,13.02,13.12,51195455,F
2021-08-26,12.9,13.13,12.81,13.11,57559820,F
2021-08-27,13.31,13.37,12.87,12.89,57587271,F
2021-08-30,13.05,13.37,13.03,13.35,42720093,F
2021-08-31,13.03,13.135,12.93,13.02,42212703,F
2021-09-01,13.11,13.22,12.9,13.03,58875686,F
2021-09-02,13.01,13.21,12.97,13.09,49322939,F
2021-09-03,12.89,13.05,12.87,12.99,41746597,F
2021-09-07,12.95,13.04,12.81,12.83,64008878,F
2021-09-08,13.03,13.22,12.91,12.97,57980882,F
2021-09-09,12.76,12.95,12.72,12.95,68806407,F
2021-09-10,12.68,12.93,12.66,12.84,48792472,F
2021-09-13,12.99,12.99,12.62,12.76,62270767,F
2021-09-14,12.86,13.06,12.79,12.93,47640810,F
2021-09-15,13.22,13.25,12.81,12.89,60282087,F
2021-09-16,13.4,13.53,13.1,13.18,76426063,F
2021-09-17,13.55,13.7,13.39,13.41,76337380,F
2021-09-20,12.82,13.19,12.63,13.07,126152174,F
2021-09-21,12.77,12.97,12.66,12.885,60473075,F
2021-09-22,13.23,13.39,12.905,12.92,75784038,F
2021-09-23,13.71,13.74,13.32,13.35,68708095,F
2021-09-24,13.78,13.94,13.64,13.66,57440218,F
2021-09-27,14.16,14.29,13.88,13.89,68769650,F
2021-09-28,14.31,14.73,14.23,14.63,107090949,F
2021-09-29,14.3,14.5,14.17,14.46,56805504,F
2021-09-30,14.16,14.32,14.09,14.26,78820537,F
2021-10-01,14.16,14.37,14.01,14.26,51880916,F
2021-10-04,14.35,14.79,14.22,14.27,78332497,F
2021-10-05,14.29,14.44,14.11,14.44,55915797,F
2021-10-06,14.12,14.34,13.89,14.14,61020278,F
2021-10-07,14.89,14.95,14.305,14.34,96557549,F
2021-10-08,15.12,15.49,14.85,14.92,99468887,F
2021-10-11,15.09,15.36,14.97,15.2,45302310,F
2021-10-12,15.64,15.68,15.01,15.11,89134009,F
2021-10-13,15.51,15.69,15.27,15.59,63363486,F
2021-10-14,15.45,15.62,15.37,15.62,50875110,F
2021-10-15,15.7,16.03,15.535,15.54,77211817,F
2021-10-18,15.56,15.65,15.485,15.57,48643809,F
2021-10-19,15.42,15.69,15.37,15.6,44668310,F
2021-10-20,16.04,16.16,15.37,15.43,105213717,F
2021-10-21,16.55,16.7,16.13,16.16,95854951,F
2021-10-22,16.28,16.54,16.23,16.42,60646754,F
2021-10-25,16,16.5,15.81,16.4,67808039,F
2021-10-26,15.94,16.22,15.7,16.09,64882295,F
2021-10-27,15.51,15.92,15.5,15.79,96094256,F
2021-10-28,16.86,17.58,16.71,16.86,215237578,F
2021-10-29,17.08,17.355,16.55,16.86,100560723,F
2021-11-01,17.95,17.97,17.07,17.5,125246485,F
2021-11-02,18.01,18.19,17.73,18.15,115146196,F
2021-11-03,18.63,18.83,17.88,17.92,104755458,F
2021-11-04,19.42,19.5,18.72,18.92,157505547,F
2021-11-05,19.29,19.72,18.99,19.71,122232174,F
2021-11-08,20.15,20.42,19.24,19.4,153490430,F
